product,type,logical_bytes,field_bytes,entries_per_key,keys,operation,connections,qps,p50_ms,p99_ms,p999_ms,requests,elapsed_seconds,seconds,client_cpu_cores,rx_mib_s
lavik,zset,65536,128,512,64,ZSCORE,5120,316872.21,0.311,144.383,151.551,2556505,10.636850505001348,8,5.719,53.59126953125
redis,zset,65536,128,512,64,ZSCORE,5120,819861.99,5.471,17.791,59.647,6606502,11.594026230999589,8,12.05,138.660859375
valkey,zset,65536,128,512,64,ZSCORE,5120,685002.52,7.007,26.751,58.367,5537894,11.641197821001697,8,10.069,115.852431640625
lavik,zset,65536,1024,64,64,ZINCRBY,80,6260.71,0.335,101.375,129.535,50427,9.28025431900096,8,0.097,6.460400390625
redis,zset,65536,1024,64,64,ZINCRBY,80,413165.64,0.191,0.359,0.455,3305861,9.283996242000285,8,6.087,426.949619140625
valkey,zset,65536,1024,64,64,ZINCRBY,80,492076.88,0.159,0.327,0.559,3937705,9.283240389999264,8,6.98,508.505556640625
lavik,zset,65536,1024,64,64,ZINCRBY,320,6610.91,1.751,403.455,411.647,54213,9.330604642000253,8,0.14,6.826142578125
redis,zset,65536,1024,64,64,ZINCRBY,320,615083.57,0.503,1.055,1.455,4924960,9.33435987700068,8,8.781,636.070390625
valkey,zset,65536,1024,64,64,ZINCRBY,320,590197.43,0.551,0.951,2.175,4723700,9.334682808002981,8,8.017,610.401689453125
lavik,zset,65536,1024,64,64,ZINCRBY,1280,6727.95,81.919,1011.711,1073.151,56704,10.783776377000322,8,0.316,6.9469921875
redis,zset,65536,1024,64,64,ZINCRBY,1280,692569.72,1.807,4.255,13.183,5556545,9.585852731001069,8,10.019,716.441474609375
valkey,zset,65536,1024,64,64,ZINCRBY,1280,585554.01,1.631,5.151,15.359,4693945,9.635823063999851,8,8.357,605.737041015625
lavik,zset,65536,1024,64,64,ZINCRBY,2560,7067.09,284.671,1523.711,1548.287,60137,10.983748826001829,8,0.556,7.29720703125
redis,zset,65536,1024,64,64,ZINCRBY,2560,684524.45,3.711,7.743,39.167,5504947,9.938278056000854,8,10.707,707.4508984375
valkey,zset,65536,1024,64,64,ZINCRBY,2560,555585.66,4.479,6.591,30.847,4474448,10.938943280001695,8,7.49,574.735849609375
lavik,zset,65536,1024,64,64,ZINCRBY,5120,7367.53,630.783,2359.295,2424.831,64713,12.687152493002941,8,0.926,7.607421875
redis,zset,65536,1024,64,64,ZINCRBY,5120,568200.53,8.639,30.975,66.047,4590312,10.5898726359992,8,9.897,587.785478515625
valkey,zset,65536,1024,64,64,ZINCRBY,5120,457635.14,11.007,41.983,79.359,3688860,10.638385165999352,8,7.922,473.408955078125
lavik,zset,65536,1024,64,64,ZRANGE,16,21429.04,0.903,1.207,1.351,171444,8.279063644000416,8,1.468,1362.7907421875
redis,zset,65536,1024,64,64,ZRANGE,16,45299.66,0.271,2.943,3.247,362406,9.234389309000107,8,3.385,2880.85453125
valkey,zset,65536,1024,64,64,ZRANGE,16,45307.46,0.287,3.135,3.439,362463,9.280342311998538,8,3.437,2881.350869140625
lavik,zset,65536,1024,64,64,ZRANGE,80,45310.08,1.287,5.855,6.367,362544,9.28257398599817,8,3.973,2881.517099609375
redis,zset,65536,1024,64,64,ZRANGE,80,45324.57,1.103,6.015,6.495,362810,9.283869007002068,8,3.958,2882.438515625
valkey,zset,65536,1024,64,64,ZRANGE,80,45277.62,1.287,6.111,6.591,362340,9.281676104998041,8,3.744,2879.453037109375
lavik,zset,65536,1024,64,64,ZSCORE,80,393841.8,0.199,0.383,0.479,3151233,9.282530702999793,8,5.81,403.191435546875
redis,zset,65536,1024,64,64,ZSCORE,80,432152.76,0.175,0.351,0.447,3458277,9.284169354999904,8,6.318,442.411962890625
valkey,zset,65536,1024,64,64,ZSCORE,80,561168.13,0.135,0.279,0.399,4490900,9.28419497700088,8,8.018,574.49013671875
lavik,zset,65536,1024,64,64,ZSCORE,320,514588.72,0.599,1.311,1.759,4119681,9.334022102997551,8,7.542,526.8048046875
redis,zset,65536,1024,64,64,ZSCORE,320,683022.44,0.447,0.983,1.447,5465827,9.334582700001192,8,9.475,699.237001953125
valkey,zset,65536,1024,64,64,ZSCORE,320,656574.08,0.463,0.959,1.743,5254370,9.334733997999138,8,8.505,672.160791015625
lavik,zset,65536,1024,64,64,ZSCORE,1280,433609.42,1.343,15.103,145.407,3481029,9.635030476998509,8,6.759,443.902822265625
redis,zset,65536,1024,64,64,ZSCORE,1280,792012.44,1.383,4.607,12.735,6346505,9.586258064999129,8,11.499,810.814248046875
valkey,zset,65536,1024,64,64,ZSCORE,1280,713174.4,1.783,4.159,12.607,5714123,9.636834783002996,8,10.084,730.10466796875
lavik,zset,65536,1024,64,64,ZSCORE,2560,395168.15,0.839,45.567,57.599,3175655,9.985836176998419,8,6.622,404.549033203125
redis,zset,65536,1024,64,64,ZSCORE,2560,797845.85,2.847,7.551,25.599,6417963,9.938221150001482,8,12.441,816.786279296875
valkey,zset,65536,1024,64,64,ZSCORE,2560,811424.3,2.735,7.103,29.055,6515045,9.988813141000719,8,12.39,830.687060546875
lavik,zset,65536,1024,64,64,ZSCORE,5120,337801.67,12.927,67.583,114.175,2723855,10.6372861130003,8,6.555,345.8205078125
redis,zset,65536,1024,64,64,ZSCORE,5120,644937.64,7.647,26.623,61.951,5195933,10.640936451000016,8,11.166,660.24767578125
valkey,zset,65536,1024,64,64,ZSCORE,5120,511124.62,10.111,36.351,66.047,4117716,11.641630783000437,8,7.775,523.257939453125
lavik,zset,1048576,128,8192,64,ZINCRBY,80,6101.96,0.559,100.351,140.287,49066,9.281031407997943,8,0.094,1.08505859375
redis,zset,1048576,128,8192,64,ZINCRBY,80,402061.85,0.191,0.383,0.487,3217547,9.283331500002532,8,5.764,71.66927734375
valkey,zset,1048576,128,8192,64,ZINCRBY,80,531647.47,0.143,0.311,0.535,4254679,9.283560330997716,8,7.384,94.825107421875
lavik,zset,1048576,128,8192,64,ZINCRBY,320,6352.75,0.799,409.599,419.839,51807,9.330818603997614,8,0.134,1.13041015625
redis,zset,1048576,128,8192,64,ZINCRBY,320,700169.23,0.439,1.015,1.575,5602701,9.333654966998438,8,9.222,125.28623046875
valkey,zset,1048576,128,8192,64,ZINCRBY,320,675024.05,0.447,0.951,1.911,5404659,9.333618592001585,8,8.57,120.827626953125
lavik,zset,1048576,128,8192,64,ZINCRBY,1280,6787.22,97.791,1007.615,1036.287,56965,10.63345766600105,8,0.314,1.207734375
redis,zset,1048576,128,8192,64,ZINCRBY,1280,851996.44,1.263,4.543,11.455,6829117,9.58517275900158,8,11.968,152.526640625
valkey,zset,1048576,128,8192,64,ZINCRBY,1280,720970.53,1.727,4.159,13.375,5785384,9.635040888999356,8,9.853,129.06994140625
lavik,zset,1048576,128,8192,64,ZINCRBY,2560,6976.57,274.431,1351.679,1392.639,59178,11.384721198002808,8,0.565,1.241357421875
redis,zset,1048576,128,8192,64,ZINCRBY,2560,699301.46,3.695,6.751,31.487,5614897,9.937046664002992,8,10.463,124.82314453125
valkey,zset,1048576,128,8192,64,ZINCRBY,2560,719424.8,3.423,6.751,26.879,5775766,10.93844604900005,8,9.372,128.7931640625
lavik,zset,1048576,128,8192,64,ZINCRBY,5120,7234.76,630.783,2342.911,2359.295,63882,12.6376631680032,8,0.899,1.287158203125
redis,zset,1048576,128,8192,64,ZINCRBY,5120,760067.97,6.303,19.967,57.599,6124516,11.59399161699912,8,11.337,136.06919921875
valkey,zset,1048576,128,8192,64,ZINCRBY,5120,566448.31,8.831,32.767,75.263,4567812,11.591080957998201,8,8.345,101.406962890625
lavik,zset,1048576,128,8192,64,ZRANGE,16,913.67,17.919,24.575,27.263,7313,9.382392041999992,8,1.625,1041.2546484375
redis,zset,1048576,128,8192,64,ZRANGE,16,1423.08,11.135,20.863,23.935,11398,9.232948577999196,8,2.375,1621.792080078125
valkey,zset,1048576,128,8192,64,ZRANGE,16,714.08,21.631,33.279,43.775,5716,9.283386993996828,8,1.762,813.787080078125
lavik,zset,1048576,128,8192,64,ZRANGE,80,1487.59,26.623,303.103,331.775,11959,9.28345779799929,8,2.728,1695.315302734375
redis,zset,1048576,128,8192,64,ZRANGE,80,1441.34,54.783,107.007,116.223,11580,9.283824320998974,8,3.086,1642.60619140625
valkey,zset,1048576,128,8192,64,ZRANGE,80,536.93,151.551,284.671,387.071,4332,9.28326047000155,8,1.525,611.910078125
lavik,zset,1048576,128,8192,64,ZSCORE,80,304199.46,0.255,0.503,0.623,2433888,9.38133544500306,8,4.38,51.738828125
redis,zset,1048576,128,8192,64,ZSCORE,80,464347.55,0.167,0.327,0.415,3715281,9.284260046999407,8,6.577,78.977197265625
valkey,zset,1048576,128,8192,64,ZSCORE,80,550127.12,0.135,0.303,0.511,4401500,9.283825239999715,8,7.527,93.56669921875
lavik,zset,1048576,128,8192,64,ZSCORE,320,378357.64,0.623,4.223,5.535,3028832,9.332860020000226,8,5.591,64.3515625
redis,zset,1048576,128,8192,64,ZSCORE,320,763479.68,0.391,0.991,1.623,6113675,9.334220674998505,8,10.216,129.853857421875
valkey,zset,1048576,128,8192,64,ZSCORE,320,793794.92,0.343,1.319,3.151,6354060,9.333832168002118,8,10.37,135.009951171875
lavik,zset,1048576,128,8192,64,ZSCORE,1280,299639.15,0.335,32.639,34.559,2402279,9.583864418000303,8,4.609,50.962978515625
redis,zset,1048576,128,8192,64,ZSCORE,1280,949964.85,1.135,4.639,10.303,7612436,9.586375621001935,8,13.301,161.57150390625
valkey,zset,1048576,128,8192,64,ZSCORE,1280,845274.59,1.303,4.351,11.199,6771810,9.58624752600008,8,11.625,143.76576171875
lavik,zset,1048576,128,8192,64,ZSCORE,2560,269689.54,0.319,74.751,77.823,2167134,9.93502978199831,8,4.437,45.8688671875
redis,zset,1048576,128,8192,64,ZSCORE,2560,989217.73,2.399,6.527,23.167,7943270,9.938649020998128,8,14.785,168.24759765625
valkey,zset,1048576,128,8192,64,ZSCORE,2560,857402.53,2.687,6.431,24.447,6883874,9.936341577002167,8,12.664,145.8282421875
lavik,zset,1048576,128,8192,64,ZSCORE,5120,257602.88,0.311,160.767,173.055,2078983,10.636355109996657,8,4.639,43.812724609375
redis,zset,1048576,128,8192,64,ZSCORE,5120,830520.68,5.343,17.791,64.255,6691726,10.640616059001331,8,13.494,141.25552734375
valkey,zset,1048576,128,8192,64,ZSCORE,5120,682332.23,7.007,27.263,68.607,5496414,11.64174529400043,8,9.953,116.051484375
lavik,zset,1048576,1024,1024,64,ZINCRBY,80,6444.86,0.647,99.839,109.567,51848,9.280208239000785,8,0.1,6.65462890625
redis,zset,1048576,1024,1024,64,ZINCRBY,80,407552.74,0.191,0.375,0.479,3260803,9.283814651000284,8,6.009,421.181064453125
valkey,zset,1048576,1024,1024,64,ZINCRBY,80,490731.69,0.151,0.327,0.583,3926782,9.284225049999804,8,7.058,507.1477734375
lavik,zset,1048576,1024,1024,64,ZINCRBY,320,6457.71,2.447,403.455,415.743,52557,9.331389250000939,8,0.138,6.66931640625
redis,zset,1048576,1024,1024,64,ZINCRBY,320,619681.02,0.495,1.047,1.447,4962568,9.334912897000322,8,8.788,640.85021484375
valkey,zset,1048576,1024,1024,64,ZINCRBY,320,566125.8,0.575,0.919,1.303,4531974,9.334690919000423,8,7.796,585.528349609375
lavik,zset,1048576,1024,1024,64,ZINCRBY,1280,6616.0,101.375,1003.519,1040.383,55879,10.633306546998938,8,0.314,6.833134765625
redis,zset,1048576,1024,1024,64,ZINCRBY,1280,698938.84,1.791,4.383,11.327,5601075,9.586747108001873,8,10.088,723.0301171875
valkey,zset,1048576,1024,1024,64,ZINCRBY,1280,630301.07,2.039,3.247,12.479,5050194,9.635915861003014,8,9.053,652.026494140625
lavik,zset,1048576,1024,1024,64,ZINCRBY,2560,6897.06,288.767,1548.287,1581.055,58813,10.983780514998216,8,0.545,7.1239453125
redis,zset,1048576,1024,1024,64,ZINCRBY,2560,667804.76,3.775,7.167,26.239,5361568,9.937906846997066,8,10.47,690.215283203125
valkey,zset,1048576,1024,1024,64,ZINCRBY,2560,723170.45,3.407,7.487,28.031,5806337,9.938367268998263,8,11.103,748.09705078125
lavik,zset,1048576,1024,1024,64,ZINCRBY,5120,7279.18,638.975,2392.063,2473.983,63864,12.637505609000073,8,0.898,7.519072265625
redis,zset,1048576,1024,1024,64,ZINCRBY,5120,572695.68,8.447,32.639,80.383,4619900,10.58971964599914,8,9.986,592.435556640625
valkey,zset,1048576,1024,1024,64,ZINCRBY,5120,479021.49,11.135,36.863,64.511,3869401,11.59073096299835,8,7.319,495.532509765625
lavik,zset,1048576,1024,1024,64,ZRANGE,16,1899.5,9.663,15.871,17.279,15197,9.286471292001806,8,1.743,1932.866767578125
redis,zset,1048576,1024,1024,64,ZRANGE,16,2824.91,5.151,10.751,11.903,22616,9.235003500001767,8,3.591,2874.524111328125
valkey,zset,1048576,1024,1024,64,ZRANGE,16,1401.19,11.455,17.407,21.631,11221,9.28514461099985,8,2.014,1425.803154296875
lavik,zset,1048576,1024,1024,64,ZRANGE,80,2823.69,28.543,70.655,104.447,22646,9.288246464002441,8,4.55,2873.283193359375
redis,zset,1048576,1024,1024,64,ZRANGE,80,2822.98,26.623,61.951,92.159,22610,9.238072565000039,8,4.68,2872.56236328125
valkey,zset,1048576,1024,1024,64,ZRANGE,80,1035.37,77.311,142.335,162.815,8346,9.284061315000145,8,1.72,1053.550849609375
lavik,zset,1048576,1024,1024,64,ZSCORE,80,346682.11,0.231,0.423,0.519,2773823,9.283472671999334,8,5.2,355.284111328125
redis,zset,1048576,1024,1024,64,ZSCORE,80,427757.64,0.183,0.351,0.447,3422278,9.283851694002806,8,6.29,438.371474609375
valkey,zset,1048576,1024,1024,64,ZSCORE,80,494739.9,0.151,0.327,0.535,3958689,9.283262766999542,8,6.986,507.015673828125
lavik,zset,1048576,1024,1024,64,ZSCORE,320,453124.46,0.639,1.975,3.423,3627322,9.33400897699903,8,6.767,464.367578125
redis,zset,1048576,1024,1024,64,ZSCORE,320,662968.72,0.463,1.007,1.431,5310811,9.33477989200037,8,9.264,679.41849609375
valkey,zset,1048576,1024,1024,64,ZSCORE,320,653938.62,0.463,0.991,2.367,5233905,9.335533044999465,8,8.498,670.1643359375
lavik,zset,1048576,1024,1024,64,ZSCORE,1280,328751.79,0.303,31.487,34.815,2637166,9.634989362999477,8,5.168,336.908583984375
redis,zset,1048576,1024,1024,64,ZSCORE,1280,800531.35,1.351,4.671,11.263,6416298,9.586488301996724,8,11.617,820.394208984375
valkey,zset,1048576,1024,1024,64,ZSCORE,1280,824606.62,1.295,4.543,11.647,6616091,9.587454104002973,8,11.723,845.06677734375
lavik,zset,1048576,1024,1024,64,ZSCORE,2560,300740.51,0.311,67.071,74.751,2422466,9.985589907999383,8,5.035,308.20205078125
redis,zset,1048576,1024,1024,64,ZSCORE,2560,777530.22,3.023,7.423,25.983,6242934,9.938610068998969,8,12.153,796.82232421875
valkey,zset,1048576,1024,1024,64,ZSCORE,2560,794254.42,2.927,7.135,24.959,6381071,10.940807231996587,8,10.96,813.961552734375
lavik,zset,1048576,1024,1024,64,ZSCORE,5120,296031.96,0.335,139.263,151.551,2387210,11.63860061199739,8,4.85,303.376328125
redis,zset,1048576,1024,1024,64,ZSCORE,5120,640054.53,7.839,27.903,60.415,5164543,11.593086174001655,8,9.549,655.934990234375
valkey,zset,1048576,1024,1024,64,ZSCORE,5120,480912.82,9.855,42.495,75.263,3876569,11.591550288998405,8,7.402,492.84453125
